ID,Rating,Category,Aspect,Part
5,7,Orig,Rh,CSQ
5,6,Orig,Ss,CSQ
5,4,Orig,Ap,CSQ
5,6,Orig,Re,CSQ
5,6,Orig,Me,CSQ
5,5,Orig,Ha,CSQ
5,5,Orig,Rh,CSQ
5,7,Orig,Ss,CSQ
5,4,Orig,Ap,CSQ
5,7,Orig,Re,CSQ
5,5,Orig,Me,CSQ
5,6,Orig,Ha,CSQ
5,6,Orig,Rh,CSQ
5,5,Orig,Ss,CSQ
5,7,Orig,Ap,CSQ
5,3,Orig,Re,CSQ
5,5,Orig,Me,CSQ
5,3,Orig,Ha,CSQ
5,5,Orig,Rh,CSQ
5,7,Orig,Ss,CSQ
5,2,Orig,Ap,CSQ
5,3,Orig,Re,CSQ
5,3,Orig,Me,CSQ
5,5,Orig,Ha,CSQ
5,4,Orig,Rh,CSQ
5,2,Orig,Ss,CSQ
5,6,Orig,Ap,CSQ
5,6,Orig,Re,CSQ
5,6,Orig,Me,CSQ
5,6,Orig,Ha,CSQ
5,7,Orig,Rh,CSQ
6,7,Orig,Ss,CSQ
6,7,Orig,Ap,CSQ
6,7,Orig,Re,CSQ
6,7,Orig,Me,CSQ
6,7,Orig,Ha,CSQ
6,7,Orig,Rh,CSQ
6,6,Orig,Ss,CSQ
6,5,Orig,Ap,CSQ
6,5,Orig,Re,CSQ
6,5,Orig,Me,CSQ
6,5,Orig,Ha,CSQ
6,7,Orig,Rh,CSQ
6,7,Orig,Ss,CSQ
6,5,Orig,Ap,CSQ
6,7,Orig,Re,CSQ
6,5,Orig,Me,CSQ
6,5,Orig,Ha,CSQ
6,6,Orig,Rh,CSQ
6,4,Orig,Ss,CSQ
6,3,Orig,Ap,CSQ
6,6,Orig,Re,CSQ
6,5,Orig,Me,CSQ
6,5,Orig,Ha,CSQ
6,4,Orig,Rh,CSQ
6,5,Orig,Ss,CSQ
6,3,Orig,Ap,CSQ
6,6,Orig,Re,CSQ
6,6,Orig,Me,CSQ
6,6,Orig,Ha,CSQ
6,6,Orig,Rh,CSQ
6,3,Orig,Ss,CSQ
6,4,Orig,Ap,CSQ
6,6,Orig,Re,CSQ
6,4,Orig,Me,CSQ
6,4,Orig,Ha,CSQ
6,3,Orig,Rh,CSQ
7,6,Orig,Ss,CSQ
7,5,Orig,Ap,CSQ
7,6,Orig,Re,CSQ
7,6,Orig,Me,CSQ
7,5,Orig,Ha,CSQ
7,5,Orig,Rh,CSQ
7,6,Orig,Ss,CSQ
7,6,Orig,Ap,CSQ
7,6,Orig,Re,CSQ
7,7,Orig,Me,CSQ
7,6,Orig,Ha,CSQ
7,6,Orig,Rh,CSQ
7,6,Orig,Ss,CSQ
7,6,Orig,Ap,CSQ
7,7,Orig,Re,CSQ
7,7,Orig,Me,CSQ
7,6,Orig,Ha,CSQ
7,7,Orig,Rh,CSQ
7,7,Orig,Ss,CSQ
7,7,Orig,Ap,CSQ
7,7,Orig,Re,CSQ
7,7,Orig,Me,CSQ
7,7,Orig,Ha,CSQ
7,7,Orig,Rh,CSQ
7,6,Orig,Ss,CSQ
7,5,Orig,Ap,CSQ
7,6,Orig,Re,CSQ
7,6,Orig,Me,CSQ
7,6,Orig,Ha,CSQ
7,5,Orig,Rh,CSQ
7,7,Orig,Ss,CSQ
7,7,Orig,Ap,CSQ
7,6,Orig,Re,CSQ
7,7,Orig,Me,CSQ
7,7,Orig,Ha,CSQ
7,5,Orig,Rh,CSQ
8,1,Orig,Ss,CSQ
8,6,Orig,Ap,CSQ
8,3,Orig,Re,CSQ
8,4,Orig,Me,CSQ
8,6,Orig,Ha,CSQ
8,5,Orig,Rh,CSQ
8,4,Orig,Ss,CSQ
8,4,Orig,Ap,CSQ
8,6,Orig,Re,CSQ
8,5,Orig,Me,CSQ
8,6,Orig,Ha,CSQ
8,4,Orig,Rh,CSQ
8,5,Orig,Ss,CSQ
8,6,Orig,Ap,CSQ
8,5,Orig,Re,CSQ
8,5,Orig,Me,CSQ
8,6,Orig,Ha,CSQ
8,6,Orig,Rh,CSQ
8,7,Orig,Ss,CSQ
8,6,Orig,Ap,CSQ
8,6,Orig,Re,CSQ
8,6,Orig,Me,CSQ
8,6,Orig,Ha,CSQ
8,6,Orig,Rh,CSQ
8,4,Orig,Ss,CSQ
8,4,Orig,Ap,CSQ
8,5,Orig,Re,CSQ
8,4,Orig,Me,CSQ
8,4,Orig,Ha,CSQ
8,3,Orig,Rh,CSQ
8,6,Orig,Ss,CSQ
8,5,Orig,Ap,CSQ
8,6,Orig,Re,CSQ
8,6,Orig,Me,CSQ
8,6,Orig,Ha,CSQ
8,5,Orig,Rh,CSQ
9,6,Orig,Ss,CSQ
9,3,Orig,Ap,CSQ
9,4,Orig,Re,CSQ
9,4,Orig,Me,CSQ
9,2,Orig,Ha,CSQ
9,1,Orig,Rh,CSQ
9,7,Orig,Ss,CSQ
9,5,Orig,Ap,CSQ
9,7,Orig,Re,CSQ
9,6,Orig,Me,CSQ
9,6,Orig,Ha,CSQ
9,6,Orig,Rh,CSQ
9,2,Orig,Ss,CSQ
9,3,Orig,Ap,CSQ
9,3,Orig,Re,CSQ
9,3,Orig,Me,CSQ
9,4,Orig,Ha,CSQ
9,4,Orig,Rh,CSQ
9,6,Orig,Ss,CSQ
9,5,Orig,Ap,CSQ
9,7,Orig,Re,CSQ
9,5,Orig,Me,CSQ
9,6,Orig,Ha,CSQ
9,4,Orig,Rh,CSQ
9,5,Orig,Ss,CSQ
9,6,Orig,Ap,CSQ
9,5,Orig,Re,CSQ
9,6,Orig,Me,CSQ
9,6,Orig,Ha,CSQ
9,6,Orig,Rh,CSQ
9,3,Orig,Ss,CSQ
9,4,Orig,Ap,CSQ
9,7,Orig,Re,CSQ
9,7,Orig,Me,CSQ
9,4,Orig,Ha,CSQ
9,4,Orig,Rh,CSQ
9,5,Orig,Ss,CSQ
9,2,Orig,Ap,CSQ
9,7,Orig,Re,CSQ
9,4,Orig,Me,CSQ
9,5,Orig,Ha,CSQ
9,2,Orig,Rh,CSQ
9,5,Orig,Ss,CSQ
9,1,Orig,Ap,CSQ
9,5,Orig,Re,CSQ
9,3,Orig,Me,CSQ
9,3,Orig,Ha,CSQ
9,7,Orig,Rh,CSQ
10,6,Orig,Ss,CSQ
10,6,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,6,Orig,Me,CSQ
10,6,Orig,Ha,CSQ
10,6,Orig,Rh,CSQ
10,7,Orig,Ss,CSQ
10,5,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,7,Orig,Me,CSQ
10,5,Orig,Ha,CSQ
10,6,Orig,Rh,CSQ
10,6,Orig,Ss,CSQ
10,6,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,6,Orig,Me,CSQ
10,6,Orig,Ha,CSQ
10,7,Orig,Rh,CSQ
10,7,Orig,Ss,CSQ
10,7,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,7,Orig,Me,CSQ
10,7,Orig,Ha,CSQ
10,7,Orig,Rh,CSQ
10,6,Orig,Ss,CSQ
10,5,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,6,Orig,Me,CSQ
10,5,Orig,Ha,CSQ
10,5,Orig,Rh,CSQ
10,6,Orig,Ss,CSQ
10,1,Orig,Ap,CSQ
10,7,Orig,Re,CSQ
10,2,Orig,Me,CSQ
10,1,Orig,Ha,CSQ
10,2,Orig,Rh,CSQ
11,6,Orig,Ss,CSQ
11,4,Orig,Ap,CSQ
11,6,Orig,Re,CSQ
11,7,Orig,Me,CSQ
11,7,Orig,Ha,CSQ
11,6,Orig,Rh,CSQ
11,5,Orig,Ss,CSQ
11,3,Orig,Ap,CSQ
11,5,Orig,Re,CSQ
11,6,Orig,Me,CSQ
11,6,Orig,Ha,CSQ
11,4,Orig,Rh,CSQ
11,7,Orig,Ss,CSQ
11,6,Orig,Ap,CSQ
11,7,Orig,Re,CSQ
11,6,Orig,Me,CSQ
11,7,Orig,Ha,CSQ
11,6,Orig,Rh,CSQ
11,7,Orig,Ss,CSQ
11,7,Orig,Ap,CSQ
11,7,Orig,Re,CSQ
11,7,Orig,Me,CSQ
11,7,Orig,Ha,CSQ
11,7,Orig,Rh,CSQ
11,7,Orig,Ss,CSQ
11,5,Orig,Ap,CSQ
11,7,Orig,Re,CSQ
11,7,Orig,Me,CSQ
11,7,Orig,Ha,CSQ
11,7,Orig,Rh,CSQ
11,6,Orig,Ss,CSQ
11,5,Orig,Ap,CSQ
11,6,Orig,Re,CSQ
11,5,Orig,Me,CSQ
11,6,Orig,Ha,CSQ
11,5,Orig,Rh,CSQ
11,5,Orig,Ss,CSQ
11,4,Orig,Ap,CSQ
11,5,Orig,Re,CSQ
11,5,Orig,Me,CSQ
11,4,Orig,Ha,CSQ
11,4,Orig,Rh,CSQ
12,7,Orig,Ss,CSQ
12,7,Orig,Ap,CSQ
12,7,Orig,Re,CSQ
12,7,Orig,Me,CSQ
12,7,Orig,Ha,CSQ
12,7,Orig,Rh,CSQ
12,7,Orig,Ss,CSQ
12,6,Orig,Ap,CSQ
12,7,Orig,Re,CSQ
12,6,Orig,Me,CSQ
12,6,Orig,Ha,CSQ
12,7,Orig,Rh,CSQ
12,4,Orig,Ss,CSQ
12,7,Orig,Ap,CSQ
12,6,Orig,Re,CSQ
12,6,Orig,Me,CSQ
12,6,Orig,Ha,CSQ
12,5,Orig,Rh,CSQ
12,7,Orig,Ss,CSQ
12,6,Orig,Ap,CSQ
12,7,Orig,Re,CSQ
12,7,Orig,Me,CSQ
12,7,Orig,Ha,CSQ
12,7,Orig,Rh,CSQ
12,7,Orig,Ss,CSQ
12,6,Orig,Ap,CSQ
12,7,Orig,Re,CSQ
12,7,Orig,Me,CSQ
12,5,Orig,Ha,CSQ
12,6,Orig,Rh,CSQ
12,6,Orig,Ss,CSQ
12,4,Orig,Ap,CSQ
12,7,Orig,Re,CSQ
12,4,Orig,Me,CSQ
12,3,Orig,Ha,CSQ
12,3,Orig,Rh,CSQ
13,5,Orig,Ss,CSQ
13,7,Orig,Ap,CSQ
13,6,Orig,Re,CSQ
13,7,Orig,Me,CSQ
13,7,Orig,Ha,CSQ
13,7,Orig,Rh,CSQ
13,7,Orig,Ss,CSQ
13,6,Orig,Ap,CSQ
13,7,Orig,Re,CSQ
13,5,Orig,Me,CSQ
13,7,Orig,Ha,CSQ
13,7,Orig,Rh,CSQ
13,7,Orig,Ss,CSQ
13,6,Orig,Ap,CSQ
13,7,Orig,Re,CSQ
13,7,Orig,Me,CSQ
13,7,Orig,Ha,CSQ
13,7,Orig,Rh,CSQ
13,7,Orig,Ss,CSQ
13,1,Orig,Ap,CSQ
13,7,Orig,Re,CSQ
13,4,Orig,Me,CSQ
13,2,Orig,Ha,CSQ
13,1,Orig,Rh,CSQ
13,6,Orig,Ss,CSQ
13,6,Orig,Ap,CSQ
13,6,Orig,Re,CSQ
13,6,Orig,Me,CSQ
13,7,Orig,Ha,CSQ
13,6,Orig,Rh,CSQ
13,5,Orig,Ss,CSQ
13,4,Orig,Ap,CSQ
13,6,Orig,Re,CSQ
13,6,Orig,Me,CSQ
13,5,Orig,Ha,CSQ
13,6,Orig,Rh,CSQ
13,7,Orig,Ss,CSQ
13,5,Orig,Ap,CSQ
13,5,Orig,Re,CSQ
13,5,Orig,Me,CSQ
13,6,Orig,Ha,CSQ
13,6,Orig,Rh,CSQ
13,7,Orig,Ss,CSQ
13,7,Orig,Ap,CSQ
13,7,Orig,Re,CSQ
13,7,Orig,Me,CSQ
13,7,Orig,Ha,CSQ
13,7,Orig,Rh,CSQ
14,7,Orig,Ss,CSQ
14,7,Orig,Ap,CSQ
14,7,Orig,Re,CSQ
14,7,Orig,Me,CSQ
14,7,Orig,Ha,CSQ
14,7,Orig,Rh,CSQ
14,6,Orig,Ss,CSQ
14,4,Orig,Ap,CSQ
14,5,Orig,Re,CSQ
14,6,Orig,Me,CSQ
14,6,Orig,Ha,CSQ
14,6,Orig,Rh,CSQ
14,7,Orig,Ss,CSQ
14,4,Orig,Ap,CSQ
14,5,Orig,Re,CSQ
14,5,Orig,Me,CSQ
14,5,Orig,Ha,CSQ
14,4,Orig,Rh,CSQ
14,7,Orig,Ss,CSQ
14,7,Orig,Ap,CSQ
14,7,Orig,Re,CSQ
14,7,Orig,Me,CSQ
14,7,Orig,Ha,CSQ
14,7,Orig,Rh,CSQ
14,7,Orig,Ss,CSQ
14,6,Orig,Ap,CSQ
14,6,Orig,Re,CSQ
14,6,Orig,Me,CSQ
14,5,Orig,Ha,CSQ
14,6,Orig,Rh,CSQ
15,6,Orig,Ss,CSQ
15,6,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,5,Orig,Me,CSQ
15,6,Orig,Ha,CSQ
15,6,Orig,Rh,CSQ
15,5,Orig,Ss,CSQ
15,3,Orig,Ap,CSQ
15,5,Orig,Re,CSQ
15,4,Orig,Me,CSQ
15,5,Orig,Ha,CSQ
15,6,Orig,Rh,CSQ
15,7,Orig,Ss,CSQ
15,7,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,7,Orig,Me,CSQ
15,7,Orig,Ha,CSQ
15,7,Orig,Rh,CSQ
15,7,Orig,Ss,CSQ
15,7,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,7,Orig,Me,CSQ
15,7,Orig,Ha,CSQ
15,7,Orig,Rh,CSQ
15,7,Orig,Ss,CSQ
15,6,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,7,Orig,Me,CSQ
15,7,Orig,Ha,CSQ
15,7,Orig,Rh,CSQ
15,6,Orig,Ss,CSQ
15,6,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,6,Orig,Me,CSQ
15,7,Orig,Ha,CSQ
15,7,Orig,Rh,CSQ
15,7,Orig,Ss,CSQ
15,6,Orig,Ap,CSQ
15,7,Orig,Re,CSQ
15,7,Orig,Me,CSQ
15,7,Orig,Ha,CSQ
15,7,Orig,Rh,CSQ
16,2,Orig,Ss,CSQ
16,3,Orig,Ap,CSQ
16,6,Orig,Re,CSQ
16,4,Orig,Me,CSQ
16,4,Orig,Ha,CSQ
16,4,Orig,Rh,CSQ
16,3,Orig,Ss,CSQ
16,6,Orig,Ap,CSQ
16,7,Orig,Re,CSQ
16,7,Orig,Me,CSQ
16,7,Orig,Ha,CSQ
16,7,Orig,Rh,CSQ
16,7,Orig,Ss,CSQ
16,7,Orig,Ap,CSQ
16,7,Orig,Re,CSQ
16,7,Orig,Me,CSQ
16,7,Orig,Ha,CSQ
16,7,Orig,Rh,CSQ
16,7,Orig,Ss,CSQ
16,6,Orig,Ap,CSQ
16,7,Orig,Re,CSQ
16,7,Orig,Me,CSQ
16,7,Orig,Ha,CSQ
16,7,Orig,Rh,CSQ
16,4,Orig,Ss,CSQ
16,5,Orig,Ap,CSQ
16,4,Orig,Re,CSQ
16,5,Orig,Me,CSQ
16,3,Orig,Ha,CSQ
16,2,Orig,Rh,CSQ
16,6,Orig,Ss,CSQ
16,4,Orig,Ap,CSQ
16,6,Orig,Re,CSQ
16,5,Orig,Me,CSQ
16,5,Orig,Ha,CSQ
16,6,Orig,Rh,CSQ
16,5,Orig,Ss,CSQ
16,5,Orig,Ap,CSQ
16,6,Orig,Re,CSQ
16,7,Orig,Me,CSQ
16,7,Orig,Ha,CSQ
16,6,Orig,Rh,CSQ
17,7,Orig,Ss,CSQ
17,7,Orig,Ap,CSQ
17,7,Orig,Re,CSQ
17,7,Orig,Me,CSQ
17,7,Orig,Ha,CSQ
17,7,Orig,Rh,CSQ
17,7,Orig,Ss,CSQ
17,7,Orig,Ap,CSQ
17,5,Orig,Re,CSQ
17,6,Orig,Me,CSQ
17,7,Orig,Ha,CSQ
17,6,Orig,Rh,CSQ
17,7,Orig,Ss,CSQ
17,6,Orig,Ap,CSQ
17,7,Orig,Re,CSQ
17,7,Orig,Me,CSQ
17,7,Orig,Ha,CSQ
17,7,Orig,Rh,CSQ
17,3,Orig,Ss,CSQ
17,4,Orig,Ap,CSQ
17,5,Orig,Re,CSQ
17,6,Orig,Me,CSQ
17,6,Orig,Ha,CSQ
17,5,Orig,Rh,CSQ
17,7,Orig,Ss,CSQ
17,7,Orig,Ap,CSQ
17,7,Orig,Re,CSQ
17,7,Orig,Me,CSQ
17,7,Orig,Ha,CSQ
17,7,Orig,Rh,CSQ
17,6,Orig,Ss,CSQ
17,4,Orig,Ap,CSQ
17,3,Orig,Re,CSQ
17,6,Orig,Me,CSQ
17,6,Orig,Ha,CSQ
17,6,Orig,Rh,CSQ
17,5,Orig,Ss,CSQ
17,4,Orig,Ap,CSQ
17,4,Orig,Re,CSQ
17,5,Orig,Me,CSQ
17,3,Orig,Ha,CSQ
17,5,Orig,Rh,CSQ
17,7,Orig,Ss,CSQ
17,7,Orig,Ap,CSQ
17,7,Orig,Re,CSQ
17,7,Orig,Me,CSQ
17,6,Orig,Ha,CSQ
17,7,Orig,Rh,CSQ
18,2,Orig,Ss,CSQ
18,3,Orig,Ap,CSQ
18,6,Orig,Re,CSQ
18,4,Orig,Me,CSQ
18,4,Orig,Ha,CSQ
18,4,Orig,Rh,CSQ
18,7,Orig,Ss,CSQ
18,7,Orig,Ap,CSQ
18,7,Orig,Re,CSQ
18,7,Orig,Me,CSQ
18,7,Orig,Ha,CSQ
18,7,Orig,Rh,CSQ
18,7,Orig,Ss,CSQ
18,5,Orig,Ap,CSQ
18,7,Orig,Re,CSQ
18,6,Orig,Me,CSQ
18,7,Orig,Ha,CSQ
18,5,Orig,Rh,CSQ
18,6,Orig,Ss,CSQ
18,5,Orig,Ap,CSQ
18,5,Orig,Re,CSQ
18,6,Orig,Me,CSQ
18,6,Orig,Ha,CSQ
18,6,Orig,Rh,CSQ
18,4,Orig,Ss,CSQ
18,4,Orig,Ap,CSQ
18,5,Orig,Re,CSQ
18,5,Orig,Me,CSQ
18,4,Orig,Ha,CSQ
18,4,Orig,Rh,CSQ
18,5,Orig,Ss,CSQ
18,5,Orig,Ap,CSQ
18,3,Orig,Re,CSQ
18,6,Orig,Me,CSQ
18,6,Orig,Ha,CSQ
18,5,Orig,Rh,CSQ
18,7,Orig,Ss,CSQ
18,7,Orig,Ap,CSQ
18,7,Orig,Re,CSQ
18,7,Orig,Me,CSQ
18,7,Orig,Ha,CSQ
18,7,Orig,Rh,CSQ
19,7,Orig,Ss,CSQ
19,5,Orig,Ap,CSQ
19,7,Orig,Re,CSQ
19,6,Orig,Me,CSQ
19,7,Orig,Ha,CSQ
19,7,Orig,Rh,CSQ
19,5,Orig,Ss,CSQ
19,6,Orig,Ap,CSQ
19,5,Orig,Re,CSQ
19,5,Orig,Me,CSQ
19,6,Orig,Ha,CSQ
19,4,Orig,Rh,CSQ
19,6,Orig,Ss,CSQ
19,4,Orig,Ap,CSQ
19,6,Orig,Re,CSQ
19,6,Orig,Me,CSQ
19,3,Orig,Ha,CSQ
19,6,Orig,Rh,CSQ
19,7,Orig,Ss,CSQ
19,1,Orig,Ap,CSQ
19,7,Orig,Re,CSQ
19,7,Orig,Me,CSQ
19,7,Orig,Ha,CSQ
19,2,Orig,Rh,CSQ
19,4,Orig,Ss,CSQ
19,2,Orig,Ap,CSQ
19,5,Orig,Re,CSQ
19,5,Orig,Me,CSQ
19,2,Orig,Ha,CSQ
19,6,Orig,Rh,CSQ
19,7,Orig,Ss,CSQ
19,5,Orig,Ap,CSQ
19,6,Orig,Re,CSQ
19,6,Orig,Me,CSQ
19,7,Orig,Ha,CSQ
19,7,Orig,Rh,CSQ
19,6,Orig,Ss,CSQ
19,5,Orig,Ap,CSQ
19,5,Orig,Re,CSQ
19,5,Orig,Me,CSQ
19,4,Orig,Ha,CSQ
19,4,Orig,Rh,CSQ
19,4,Orig,Ss,CSQ
19,6,Orig,Ap,CSQ
19,7,Orig,Re,CSQ
19,6,Orig,Me,CSQ
19,7,Orig,Ha,CSQ
19,7,Orig,Rh,CSQ
20,7,Orig,Ss,CSQ
20,6,Orig,Ap,CSQ
20,6,Orig,Re,CSQ
20,6,Orig,Me,CSQ
20,7,Orig,Ha,CSQ
20,7,Orig,Rh,CSQ
20,7,Orig,Ss,CSQ
20,7,Orig,Ap,CSQ
20,7,Orig,Re,CSQ
20,7,Orig,Me,CSQ
20,7,Orig,Ha,CSQ
20,7,Orig,Rh,CSQ
20,6,Orig,Ss,CSQ
20,5,Orig,Ap,CSQ
20,6,Orig,Re,CSQ
20,4,Orig,Me,CSQ
20,6,Orig,Ha,CSQ
20,5,Orig,Rh,CSQ
20,1,Orig,Ss,CSQ
20,1,Orig,Ap,CSQ
20,1,Orig,Re,CSQ
20,1,Orig,Me,CSQ
20,1,Orig,Ha,CSQ
20,1,Orig,Rh,CSQ
20,6,Orig,Ss,CSQ
20,4,Orig,Ap,CSQ
20,6,Orig,Re,CSQ
20,6,Orig,Me,CSQ
20,6,Orig,Ha,CSQ
20,6,Orig,Rh,CSQ
21,7,Orig,Ss,CSQ
21,6,Orig,Ap,CSQ
21,7,Orig,Re,CSQ
21,7,Orig,Me,CSQ
21,7,Orig,Ha,CSQ
21,6,Orig,Rh,CSQ
21,6,Orig,Ss,CSQ
21,6,Orig,Ap,CSQ
21,3,Orig,Re,CSQ
21,5,Orig,Me,CSQ
21,6,Orig,Ha,CSQ
21,5,Orig,Rh,CSQ
21,7,Orig,Ss,CSQ
21,7,Orig,Ap,CSQ
21,7,Orig,Re,CSQ
21,7,Orig,Me,CSQ
21,7,Orig,Ha,CSQ
21,7,Orig,Rh,CSQ
21,5,Orig,Ss,CSQ
21,4,Orig,Ap,CSQ
21,6,Orig,Re,CSQ
21,5,Orig,Me,CSQ
21,5,Orig,Ha,CSQ
21,4,Orig,Rh,CSQ
21,6,Orig,Ss,CSQ
21,5,Orig,Ap,CSQ
21,4,Orig,Re,CSQ
21,6,Orig,Me,CSQ
21,6,Orig,Ha,CSQ
21,6,Orig,Rh,CSQ
22,7,Orig,Ss,CSQ
22,6,Orig,Ap,CSQ
22,7,Orig,Re,CSQ
